origin,destination,fare,f
Medawachchiya,Walachchena,1105.0,"[:Fare {fare: 1105.0, route_id: route_db78ea66_77_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Eravur,1205.0,"[:Fare {fare: 1205.0, route_id: route_db78ea66_76_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Kaththankudi,1330.0,"[:Fare {fare: 1330.0, route_id: route_db78ea66_74_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Kalawanchikudi,1435.0,"[:Fare {fare: 1435.0, route_id: route_db78ea66_73_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Kalmunai,1500.0,"[:Fare {fare: 1500.0, route_id: route_db78ea66_72_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Akkareipaththu,1620.0,"[:Fare {fare: 1620.0, route_id: route_db78ea66_69_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Kiribathgoda,1315.0,"[:Fare {fare: 1315.0, route_id: route_db78ea66_262_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Kiribathgoda,1435.0,"[:Fare {fare: 1435.0, route_id: route_db78ea66_259_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Yakkala,1220.0,"[:Fare {fare: 1220.0, route_id: route_db78ea66_263_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Yakkala,1340.0,"[:Fare {fare: 1340.0, route_id: route_db78ea66_260_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Yakkala,1220.0,"[:Fare {fare: 1220.0, route_id: route_db78ea66_140_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Warakapola,1075.0,"[:Fare {fare: 1075.0, route_id: route_db78ea66_265_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Warakapola,1195.0,"[:Fare {fare: 1195.0, route_id: route_db78ea66_262_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Polgahawela,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_143_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Polgahawela,1100.0,"[:Fare {fare: 1100.0, route_id: route_db78ea66_263_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Akurana,875.0,"[:Fare {fare: 875.0, route_id: route_db78ea66_419_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Ibbagamuwa,780.0,"[:Fare {fare: 780.0, route_id: route_db78ea66_145_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Ibbagamuwa,900.0,"[:Fare {fare: 900.0, route_id: route_db78ea66_265_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Malsiripura,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_146_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Malsiripura,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_266_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Galewela,635.0,"[:Fare {fare: 635.0, route_id: route_db78ea66_147_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Galewela,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_267_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Eppawala,400.0,"[:Fare {fare: 400.0, route_id: route_db78ea66_270_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Galkulama,255.0,"[:Fare {fare: 255.0, route_id: route_db78ea66_150_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Narahenpita,1390.0,"[:Fare {fare: 1390.0, route_id: route_db78ea66_445_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Narahenpita,1350.0,"[:Fare {fare: 1350.0, route_id: route_db78ea66_398_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Moratuwa,1470.0,"[:Fare {fare: 1470.0, route_id: route_db78ea66_444_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Moratuwa,1435.0,"[:Fare {fare: 1435.0, route_id: route_db78ea66_284_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Mahiyanganaya,1120.0,"[:Fare {fare: 1120.0, route_id: route_db78ea66_18_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Nindawur,1535.0,"[:Fare {fare: 1535.0, route_id: route_db78ea66_71_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Madawalaulpatha,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_421_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Thirappane,300.0,"[:Fare {fare: 300.0, route_id: route_db78ea66_425_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Batticaloa,1285.0,"[:Fare {fare: 1285.0, route_id: route_db78ea66_75_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Oluwil,1570.0,"[:Fare {fare: 1570.0, route_id: route_db78ea66_70_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Wariyapola,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_268_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Dhaladagama,620.0,"[:Fare {fare: 620.0, route_id: route_db78ea66_269_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Aguruwalla,1195.0,"[:Fare {fare: 1195.0, route_id: route_db78ea66_16_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Dehiwala,1380.0,"[:Fare {fare: 1380.0, route_id: route_db78ea66_397_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,18 Kanuwa,1180.0,"[:Fare {fare: 1180.0, route_id: route_db78ea66_399_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Karuwalagaswawe,555.0,"[:Fare {fare: 555.0, route_id: route_db78ea66_405_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Badulla,1535.0,"[:Fare {fare: 1535.0, route_id: route_db78ea66_13_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Meegahakiwla,1370.0,"[:Fare {fare: 1370.0, route_id: route_db78ea66_15_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Thaldena,1450.0,"[:Fare {fare: 1450.0, route_id: route_db78ea66_14_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Buddankotte,1295.0,"[:Fare {fare: 1295.0, route_id: route_db78ea66_16_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,17 junction,1180.0,"[:Fare {fare: 1180.0, route_id: route_db78ea66_17_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Hebarawa,985.0,"[:Fare {fare: 985.0, route_id: route_db78ea66_19_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Hettipola,940.0,"[:Fare {fare: 940.0, route_id: route_db78ea66_20_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Laggala,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_21_1767932356, route_type: Normal Route, fare_type: AC}]"
Medawachchiya,Bakamuna,690.0,"[:Fare {fare: 690.0, route_id: route_db78ea66_22_1767932356, route_type: Normal Route, fare_type: AC}]"
Colombo,Kandy,250.0,"[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Kandy,250.0,"[:Fare {fare: 250.0, route_id: C001}]"
Colombo,Galle,180.0,"[:Fare {fare: 180.0, route_id: C002}]"
Colombo,Galle,180.0,"[:Fare {fare: 180.0, route_id: C002}]"
Colombo,Negombo,120.0,"[:Fare {fare: 120.0, route_id: C003}]"
Colombo,Negombo,120.0,"[:Fare {fare: 120.0, route_id: C003}]"
Parayanaran kulam,Mundalama,1010.0,"[:Fare {fare: 1010.0, route_id: route_cb15d6ac_49_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Parayanaran kulam,Nochchiyagama,600.0,"[:Fare {fare: 600.0, route_id: route_cb15d6ac_51_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Parayanaran kulam,Anuradhapura,470.0,"[:Fare {fare: 470.0, route_id: route_cb15d6ac_52_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Parayanaran kulam,Medawachchiya,315.0,"[:Fare {fare: 315.0, route_id: route_cb15d6ac_53_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Parayanaran kulam,Katunayake,1415.0,"[:Fare {fare: 1415.0, route_id: route_cb15d6ac_46_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Parayanaran kulam,Thelwatta,1380.0,"[:Fare {fare: 1380.0, route_id: route_cb15d6ac_47_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Parayanaran kulam,Thanthirimale Junction,200.0,"[:Fare {fare: 200.0, route_id: route_cb15d6ac_54_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Mundalama,1100.0,"[:Fare {fare: 1100.0, route_id: route_cb15d6ac_59_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Mundalama,1100.0,"[:Fare {fare: 1100.0, route_id: route_db78ea66_103_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Nochchiyagama,690.0,"[:Fare {fare: 690.0, route_id: route_cb15d6ac_61_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Nochchiyagama,690.0,"[:Fare {fare: 690.0, route_id: route_db78ea66_105_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Anuradhapura,555.0,"[:Fare {fare: 555.0, route_id: route_cb15d6ac_62_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Anuradhapura,555.0,"[:Fare {fare: 555.0, route_id: route_db78ea66_106_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Anuradhapura,570.0,"[:Fare {fare: 570.0, route_id: route_db78ea66_174_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Medawachchiya,400.0,"[:Fare {fare: 400.0, route_id: route_cb15d6ac_63_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Medawachchiya,400.0,"[:Fare {fare: 400.0, route_id: route_db78ea66_107_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Parayanaran kulam,165.0,"[:Fare {fare: 165.0, route_id: route_cb15d6ac_65_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Chilaw,1240.0,"[:Fare {fare: 1240.0, route_id: route_db78ea66_102_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Negambo,1470.0,"[:Fare {fare: 1470.0, route_id: route_db78ea66_169_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Katunayake,1500.0,"[:Fare {fare: 1500.0, route_id: route_cb15d6ac_56_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Thelwatta,1470.0,"[:Fare {fare: 1470.0, route_id: route_db78ea66_101_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Thelwatta,1470.0,"[:Fare {fare: 1470.0, route_id: route_cb15d6ac_57_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Puttalam,950.0,"[:Fare {fare: 950.0, route_id: route_db78ea66_104_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Thanthirimale Junction,290.0,"[:Fare {fare: 290.0, route_id: route_db78ea66_108_1767932356, route_type: Normal Route, fare_type: AC}]"
Murunkan,Thanthirimale Junction,290.0,"[:Fare {fare: 290.0, route_id: route_cb15d6ac_64_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Murunkan,Prayanarankulam,165.0,"[:Fare {fare: 165.0, route_id: route_db78ea66_109_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Mundalama,1150.0,"[:Fare {fare: 1150.0, route_id: route_cb15d6ac_70_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Mundalama,1150.0,"[:Fare {fare: 1150.0, route_id: route_db78ea66_113_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Nochchiyagama,745.0,"[:Fare {fare: 745.0, route_id: route_cb15d6ac_72_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Nochchiyagama,745.0,"[:Fare {fare: 745.0, route_id: route_db78ea66_115_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Anuradhapura,615.0,"[:Fare {fare: 615.0, route_id: route_cb15d6ac_73_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Anuradhapura,620.0,"[:Fare {fare: 620.0, route_id: route_db78ea66_183_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Anuradhapura,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_116_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Medawachchiya,460.0,"[:Fare {fare: 460.0, route_id: route_cb15d6ac_74_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Medawachchiya,460.0,"[:Fare {fare: 460.0, route_id: route_db78ea66_117_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Parayanaran kulam,225.0,"[:Fare {fare: 225.0, route_id: route_cb15d6ac_76_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Murunkan,120.0,"[:Fare {fare: 120.0, route_id: route_cb15d6ac_77_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Murunkan,120.0,"[:Fare {fare: 120.0, route_id: route_db78ea66_120_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Chilaw,1295.0,"[:Fare {fare: 1295.0, route_id: route_db78ea66_112_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Negambo,1525.0,"[:Fare {fare: 1525.0, route_id: route_db78ea66_178_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Katunayake,1560.0,"[:Fare {fare: 1560.0, route_id: route_cb15d6ac_67_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Thelwatta,1525.0,"[:Fare {fare: 1525.0, route_id: route_db78ea66_111_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Thelwatta,1525.0,"[:Fare {fare: 1525.0, route_id: route_cb15d6ac_68_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Puttalam,1010.0,"[:Fare {fare: 1010.0, route_id: route_db78ea66_114_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Thanthirimale Junction,345.0,"[:Fare {fare: 345.0, route_id: route_db78ea66_118_1767932356, route_type: Normal Route, fare_type: AC}]"
Uilankulam,Thanthirimale Junction,345.0,"[:Fare {fare: 345.0, route_id: route_cb15d6ac_75_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Uilankulam,Prayanarankulam,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_119_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Mundalama,1240.0,"[:Fare {fare: 1240.0, route_id: route_cb15d6ac_82_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Mundalama,1240.0,"[:Fare {fare: 1240.0, route_id: route_db78ea66_124_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Nochchiyagama,830.0,"[:Fare {fare: 830.0, route_id: route_cb15d6ac_84_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Nochchiyagama,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_126_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Anuradhapura,700.0,"[:Fare {fare: 700.0, route_id: route_cb15d6ac_85_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Anuradhapura,700.0,"[:Fare {fare: 700.0, route_id: route_db78ea66_127_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Anuradhapura,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_193_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Medawachchiya,550.0,"[:Fare {fare: 550.0, route_id: route_cb15d6ac_86_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Medawachchiya,550.0,"[:Fare {fare: 550.0, route_id: route_db78ea66_128_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Parayanaran kulam,315.0,"[:Fare {fare: 315.0, route_id: route_cb15d6ac_88_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Murunkan,225.0,"[:Fare {fare: 225.0, route_id: route_cb15d6ac_89_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Murunkan,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_131_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Uilankulam,165.0,"[:Fare {fare: 165.0, route_id: route_cb15d6ac_90_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Uilankulam,165.0,"[:Fare {fare: 165.0, route_id: route_db78ea66_132_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Chilaw,1380.0,"[:Fare {fare: 1380.0, route_id: route_db78ea66_123_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Negambo,1610.0,"[:Fare {fare: 1610.0, route_id: route_db78ea66_188_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Katunayake,1645.0,"[:Fare {fare: 1645.0, route_id: route_cb15d6ac_79_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Thelwatta,1610.0,"[:Fare {fare: 1610.0, route_id: route_db78ea66_122_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Thelwatta,1610.0,"[:Fare {fare: 1610.0, route_id: route_cb15d6ac_80_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Puttalam,1100.0,"[:Fare {fare: 1100.0, route_id: route_db78ea66_125_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Thanthirimale Junction,435.0,"[:Fare {fare: 435.0, route_id: route_db78ea66_129_1767932356, route_type: Normal Route, fare_type: AC}]"
Mannar,Thanthirimale Junction,435.0,"[:Fare {fare: 435.0, route_id: route_cb15d6ac_87_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Mannar,Prayanarankulam,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_130_1767932356, route_type: Normal Route, fare_type: AC}]"
Vennappuwa,Ja Ela,270.0,"[:Fare {fare: 270.0, route_id: route_db78ea66_332_1767932356, route_type: Normal Route, fare_type: AC}]"
Vennappuwa,Ja Ela,270.0,"[:Fare {fare: 270.0, route_id: route_db78ea66_228_1767932356, route_type: Normal Route, fare_type: AC}]"
Vennappuwa,Wattala,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_286_1767932356, route_type: Normal Route, fare_type: AC}]"
Vennappuwa,Katunayake,210.0,"[:Fare {fare: 210.0, route_id: route_cb15d6ac_95_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Vennappuwa,Thelwatta,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_229_1767932356, route_type: Normal Route, fare_type: AC}]"
Vennappuwa,Thelwatta,180.0,"[:Fare {fare: 180.0, route_id: route_cb15d6ac_96_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Madurankuliya,Mundalama,140.0,"[:Fare {fare: 140.0, route_id: route_cb15d6ac_118_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Madurankuliya,Mundalama,140.0,"[:Fare {fare: 140.0, route_id: route_db78ea66_251_1767932356, route_type: Normal Route, fare_type: AC}]"
Madurankuliya,Vennappuwa,425.0,"[:Fare {fare: 425.0, route_id: route_cb15d6ac_115_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Madurankuliya,Vennappuwa,425.0,"[:Fare {fare: 425.0, route_id: route_db78ea66_248_1767932356, route_type: Normal Route, fare_type: AC}]"
Madurankuliya,Marawila,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_249_1767932356, route_type: Normal Route, fare_type: AC}]"
Madurankuliya,Marawila,380.0,"[:Fare {fare: 380.0, route_id: route_cb15d6ac_116_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Madurankuliya,Chilaw,290.0,"[:Fare {fare: 290.0, route_id: route_db78ea66_250_1767932356, route_type: Normal Route, fare_type: AC}]"
Madurankuliya,Ja Ela,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_246_1767932356, route_type: Normal Route, fare_type: AC}]"
Madurankuliya,Wattala,670.0,"[:Fare {fare: 670.0, route_id: route_db78ea66_308_1767932356, route_type: Normal Route, fare_type: AC}]"
Madurankuliya,Katunayake,555.0,"[:Fare {fare: 555.0, route_id: route_cb15d6ac_113_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Madurankuliya,Thelwatta,525.0,"[:Fare {fare: 525.0, route_id: route_db78ea66_247_1767932356, route_type: Normal Route, fare_type: AC}]"
Madurankuliya,Thelwatta,525.0,"[:Fare {fare: 525.0, route_id: route_cb15d6ac_114_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Pallama,Vennappuwa,320.0,"[:Fare {fare: 320.0, route_id: route_cb15d6ac_200_1767932250, route_type: Katunayake Expressway, fare_type: AC}]"
Pallama,Vennappuwa,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_349_1767932356, route_type: Normal Route, fare_type: AC}]"
Pallama,Marawila,280.0,"[:Fare {fare: 280.0, route_id: route_db78ea66_350_1767932356, route_type: Normal Route, fare_type: AC}]"
